Doctor Name,Address,PTR
MEJIAS MARIFE,CAPITOL UNIVERSITY MEDICAL CITY,nan
MEJORADA  VICENTE,MEJORADA MEDICAL CLINIC KULAMBOGAN,nan
MIRA-ATO  ALINOR,MINDALANO HOSPITAL,nan
MOHAN PAMELA RUTH,BETHEL MEDICAL HOSPITAL,nan
MUA  NUR-HANNAH,ADVENTIS MEDICAL CENTER ILIGAN,nan
MURILLO REAH,ST. JUDE THADDEUS GENERAL HOSPITAL,nan
NAPIGKIT GLADDAYS,ADVENTIST MEDICAL CENTER,nan
OBRERO TRICIA MARIE,CAPITOL UNIVERSITY MEDICAL CITY,nan
OBSIOMA MA. ARLEEN,CAPITOL UNIVERSITY MEDICAL CITY,nan
OLIVEROS SANDRA,CAGAYAN DE ORO MEDICAL CENTER,nan
OLVIDO-VALMORES CHARLYNE,ADVENTIST MEDICAL CENTER,nan
OPORTO KENNETH,CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL,nan
ORDESTA   MICHELLE,MERCY COMMUNITY HOSPITAL,nan
OREJUDOS  ROSALIE,ADVENTIS MEDICAL CENTER ILIGAN,nan
PABUA ELVIS,CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL,nan
PADATE INTIZAR,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
PALA  ANIZA,MINDALANO HOSPITAL,nan
PALAMINE-EBARLE MA. TERESITA,POLYMEDIC MEDICAL PLAZA HOSPITAL,nan
PANOLONG MURSHIDA,POLYMEDIC MEDICAL PLAZA HOSPITAL,nan
PATRIANA EMILIA,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
PENA VICTOR JOSE,CAGAYAN DE ORO MEDICAL CENTER,nan
PEPINO CHERRY LOU,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
PERALTA ALOYSIUS,PUERTO COMMUNITY HOSPITAL,nan
PON GERALDINE,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
PULIDO  ERLINDA,CABILI CLINICS,nan
PUTING MOHAMMAD,IIT ILIGAN CLINIC,nan
PUTING  SITTIE AZISAH,IIT ILIGAN CLINIC,nan
RAMOS  JHON DANIEL,ALAB NG PUSO MEDICAL CLINIC,nan
RAVELO EVELYN,MEDHUB CLINIC,nan
REBOSURA ANITA,ST. IGNATUIS CLINIC,nan
REMERATA  MICHELLE,MERCY COMMUNITY HOSPITAL,nan
REYES  EDEL JOEY,MERCY COMMUNITY HOSPITAL,nan
ROA HELEN YVONNE,CAPITOL UNIVERSITY MEDICAL CITY,nan
ROCHA ROWENA,POLYMEDIC MEDICAL PLAZA HOSPITAL,nan
RODRIGUEZ MARIA NATHALIE YUKI,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
SAAVEDRA SUE CELLE,CAGAYAN DE ORO MEDICAL CENTER,nan
SABAL LUIS,SABAL DOCTORS HOSPITAL,nan
SACEDA VENUS,BETHEL MEDICAL HOSPITAL,nan
SAN JUAN ERICKSON,ST. IGNATUIS CLINIC,nan
SANDOVAL DAX,ST. JUDE THADDEUS GENERAL HOSPITAL,nan
SANDOVAL KRISTIN,CLINICA YAP,nan
SARMIENTO MARK,CAGAYAN DE ORO MEDICAL CENTER,nan
SASIL  ROY,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
SEVIDAL-SAQUILAYAN MALEN,MADONNA AND CHILD HOSPITAL,nan
SISON ANTONIETTA CORAZON,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
SOBREVEGA NOEL,CLINICA YAP,nan
SUPERABLE GERARDO,PUERTO COMMUNITY HOSPITAL,nan
SURDILLA ARTURO,CAGAYAN DE ORO MEDICAL CENTER,nan
TALABUCON LORETO,MADONNA AND CHILD HOSPITAL,nan
TAN ARTHUR,CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL,nan
TAN JAIME,CAPITOL UNIVERSITY MEDICAL CITY,nan
TAN SHIELA,CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL,nan
TARUC ABEGAIL CARMIE,CAPITOL UNIVERSITY MEDICAL CITY,nan
TAULI LESLIE,BETHEL MEDICAL HOSPITAL,nan
TE JOHNSTON,CAPITOL UNIVERSITY MEDICAL CITY,nan
TENORIO APOLLO RODERICK,MALAYBALAY POLYMEDIC GENERAL HOSPITAL,nan
TIMONERA  MIRIAM,MERCY COMMUNITY HOSPITAL,nan
TORCENDE NENET,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
TRINO ANGELICA,ILIGAN POLY CLINIC,nan
URBINA DEBRA,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
VALLDUEZA  DARYL ANN,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
VALLEJOS ROMMEL,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
VILLAHERMOSA MAYLYN,MEDHUB CLINIC,nan
WAMILDA   JEANNELIE,FK CLINICS,nan
YAP ANGELES,CLINICA YAP,nan
YAP RALPH,MARIA REYNA XAVIER UNIVERSITY HOSPITAL,nan
ZAMORANOS  FELIX,CABILI CLINICS,nan
AGBANLOG AILEEN,METROPOLITAN HOSPITAL,nan
AGSAOAY EDWIN,METROPOLITAN HOSPITAL,nan
AMPIL ENCARNITA,UNIVERSITY OF STO TOMAS,nan
ANTENOR MARK,UNIVERSITY OF STO TOMAS,nan
ARJONA ISOBELLE,UNIVERSITY OF STO TOMAS,nan
ASTEJADA MINA,CHINESE GENERAL HOSPITAL,nan
BAROÑA ERNISTINE,UNIVERSITY OF STO TOMAS,nan
BARROQUE ALEJANDRO,UNIVERSITY OF STO TOMAS,nan
BARROQUE GABRIEL,UNIVERSITY OF STO TOMAS,nan
BING DOROTHY,METROPOLITAN HOSPITAL,nan
BOLAÑOS MARTHA,METROPOLITAN HOSPITAL,nan
BORJA ATHENA,JOSE REYES MEMORIAL HOSPITAL,nan
BRAVO PAOLO,UNIVERSITY OF STO TOMAS,nan
CABUS CHARLES DARWIN,CHINESE GENERAL HOSPITAL,nan
CASTRO ANNA,JOSE REYES MEMORIAL HOSPITAL,nan
CATINDIG JOSEREE,UNIVERSITY OF STO TOMAS,nan
CHAN HENRY,CHINESE GENERAL HOSPITAL,nan
CHAN KELVIN RAY,CHINESE GENERAL HOSPITAL,nan
CHO CHIONG TAN,METROPOLITAN HOSPITAL,nan
CHU DONABELLE,METROPOLITAN HOSPITAL,nan
CHU JUDY,CHINESE GENERAL HOSPITAL,nan
CHUANSAN WILLIAM,METROPOLITAN HOSPITAL,nan
CO ALDWIN,METROPOLITAN HOSPITAL,nan
CO ANDREW,METROPOLITAN HOSPITAL,nan
CO MICHELLE,CHINESE GENERAL HOSPITAL,nan
CO-SIA MELISSA,METROPOLITAN HOSPITAL,nan
COSILET HEIDEE,UNIVERSITY OF STO TOMAS,nan
DATINGGINOO LORENZE,UNIVERSITY OF STO TOMAS,nan
DE GUZMAN WILSON TAN,CHINESE GENERAL HOSPITAL,nan
DE LEON OVIDO,UNIVERSITY OF STO TOMAS,nan
DE LEON MEL,UNIVERSITY OF STO TOMAS,nan
DE LEON  JASMINE,CHINESE GENERAL HOSPITAL,nan
DEL ROSARIO ERWIN,METROPOLITAN HOSPITAL,nan
DELA CRUZ RAYMOND,METROPOLITAN HOSPITAL,nan
DELA CRUZ ALVIN,CHINESE GENERAL HOSPITAL,nan
DELA FUENTE AILEEN,UNIVERSITY OF STO TOMAS,nan
DELOS SANTOS MILDRED,METROPOLITAN HOSPITAL,nan
DELOS SANTOS FAYE,METROPOLITAN HOSPITAL,nan
DELOS SANTOS GRACE,METROPOLITAN HOSPITAL,nan
DIAZ ALEJANDRO,UNIVERSITY OF STO TOMAS,nan
DIAZ JOSELITO,UNIVERSITY OF STO TOMAS,nan
DICO-GO JOYCE,CHINESE GENERAL HOSPITAL,nan
DY DARWIN,METROPOLITAN HOSPITAL,nan
DY SONIA,METROPOLITAN HOSPITAL,nan
FILARCA CHARO,CHINESE GENERAL HOSPITAL,nan
GAN RON MICHAEL,METROPOLITAN HOSPITAL,nan
GAN GIL,METROPOLITAN HOSPITAL,nan
GEROCHE HENNY,UNIVERSITY OF STO TOMAS,nan
GO JAMES,METROPOLITAN HOSPITAL,nan
GO ENGTE,METROPOLITAN HOSPITAL,nan
GO CRISELY,METROPOLITAN HOSPITAL,nan
GO JEROME,CHINESE GENERAL HOSPITAL,nan
HUDECIAL ISSA,JOSE REYES MEMORIAL HOSPITAL,nan
INONCILLO SAMANTHA,UNIVERSITY OF STO TOMAS,nan
JAVIER  RAMON,UNIVERSITY OF STO TOMAS,nan
JOSON MA LOURDES,UNIVERSITY OF STO TOMAS,nan
KHO SJOBERG,UNIVERSITY OF STO TOMAS,nan
KHOO WINNIE,CHINESE GENERAL HOSPITAL,nan
LEAÑO ALJOMON,JOSE REYES MEMORIAL HOSPITAL,nan
LEBII FRANCES,JOSE REYES MEMORIAL HOSPITAL,nan
LEONARDO EMMANUEL,UNIVERSITY OF STO TOMAS,nan
LIBIRAN MARIANNE,CHINESE GENERAL HOSPITAL,nan
LIM EUGENE,UNIVERSITY OF STO TOMAS,nan
LIM GOLDEE,CHINESE GENERAL HOSPITAL,nan
LIM ROSIE,CHINESE GENERAL HOSPITAL,nan
LOKIN JOHNNY,UNIVERSITY OF STO TOMAS,nan
LU HARVEY,METROPOLITAN HOSPITAL,nan
LU KOH ROSIE,CHINESE GENERAL HOSPITAL,nan
MEDINA CHRISTOPHER,JOSE REYES MEMORIAL HOSPITAL,nan
MORCILLA MA DAME,JOSE REYES MEMORIAL HOSPITAL,nan
NARANJILLA RAYMOND,UNIVERSITY OF STO TOMAS,nan
NG TRACY JILL,CHINESE GENERAL HOSPITAL,nan
NGO JONAVIN,METROPOLITAN HOSPITAL,nan
NOSCE JOHN,UNIVERSITY OF STO TOMAS,nan
OBIEN EMMANUEL,UNIVERSITY OF STO TOMAS,nan
ONG  JED,METROPOLITAN HOSPITAL,nan
ONG-GO MARY,CHINESE GENERAL HOSPITAL,nan
ORLINO AREL,UNIVERSITY OF STO TOMAS,nan
OSTREA MARCELINO,UNIVERSITY OF STO TOMAS,nan
PACHECO DEEJAY,UNIVERSITY OF STO TOMAS,nan
PACIA EDWIN,UNIVERSITY OF STO TOMAS,nan
PAMA EMMANUEL,UNIVERSITY OF STO TOMAS,nan
PASHA JERWIN,UNIVERSITY OF STO TOMAS,nan
PEDRAGOZA BONIFACIO,JOSE REYES MEMORIAL HOSPITAL,nan
POBLETE VITO,UNIVERSITY OF STO TOMAS,nan
RABO CARTER,CHINESE GENERAL HOSPITAL,nan
RAÑOA GABINO,UNIVERSITY OF STO TOMAS,nan
REGALADO RUBY ROSE,UNIVERSITY OF STO TOMAS,nan
REYES FRANCES,JOSE REYES MEMORIAL HOSPITAL,nan
RIVERA MARIONETTE,CHINESE GENERAL HOSPITAL,nan
ROSALES RAYMOND,METROPOLITAN HOSPITAL,nan
ROSALES VICENTE,UNIVERSITY OF STO TOMAS,nan
SALAS CHRISTIAN,JOSE REYES MEMORIAL HOSPITAL,nan
SANTIAGO JASON,METROPOLITAN HOSPITAL,nan
SANTIAGO NESTOR,METROPOLITAN HOSPITAL,nan
SEBASTIAN REYNALDO,CHINESE GENERAL HOSPITAL,nan
SERMENSE YVONNE,METROPOLITAN HOSPITAL,nan
SIA TAN JOSEPH,CHINESE GENERAL HOSPITAL,nan
SISON CLAIRE,JOSE REYES MEMORIAL HOSPITAL,nan
SO MARC JOSEF,CHINESE GENERAL HOSPITAL,nan
SO ANTHONY,METROPOLITAN HOSPITAL,nan
SY JONATHAN,CHINESE GENERAL HOSPITAL,nan
SY MARIANNE,METROPOLITAN HOSPITAL,nan
TAMAYO FRANCES,UNIVERSITY OF STO TOMAS,nan
TAN KENT ANTHONY,CHINESE GENERAL HOSPITAL,nan
TAN MARIZHKA,JOSE REYES MEMORIAL HOSPITAL,nan
TAN VERONICA,METROPOLITAN HOSPITAL,nan
TAN LOUIE,CHINESE GENERAL HOSPITAL,nan
TANCHEE NGO,METROPOLITAN HOSPITAL,nan
TAYAG ISABELLE,UNIVERSITY OF STO TOMAS,nan
TIN HAY EDUARDO,CHINESE GENERAL HOSPITAL,nan
TING DONATO,METROPOLITAN HOSPITAL,nan
TRIVILEGIO JENZEN,UNIVERSITY OF STO TOMAS,nan
UY MELISSA CLAIRE,CHINESE GENERAL HOSPITAL,nan
VALENCIA ANTONINA,UNIVERSITY OF STO TOMAS,nan
VILLANUEVA RUTH,UNIVERSITY OF STO TOMAS,nan
YATCO JOCELYN,UNIVERSITY OF STO TOMAS,nan
ZACARIAS MANUEL,UNIVERSITY OF STO TOMAS,nan
ABANO MARLON,Lords Hospital,nan
ABRAZALDO STEFFI JOYCE,Meycauayan Doctors Hospital,nan
ABUAN BIBIAN,Yanga (Territorials),0.0
ABUAN MICHAEL RYAN,Yanga (Territorials),nan
ACERO JUN ROSS,Lords Hospital,nan
ACOL JOLLIBEE,"Rogaciano Hospital Sta. Maria, Bulacan",nan
AGUILAR ARDIE,Meycauayan Doctors Hospital,nan
ALMAZAR JOHANN,"Grace Hospital, SJDM, Bulacan",nan
AMADOR ALVIN,"Nazarenus Hospital, Marilao Bulacan",nan
ANTONIO JOHN LIEF,Meycauayan Doctors Hospital,nan
ARMAS ANA VICTORIA,Meycauayan Doctors Hospital,0.0
ASI JOHN DAVY,Meycauayan Doctors Hospital,nan
ASUNCION  ROWEN,Meycauayan Doctors Hospital,97740.0
BABALO  RHODA,Meycauayan Doctors Hospital,nan
BABALO  RUTH,Meycauayan Doctors Hospital,nan
BALLESTEROS CEASAR,"Yanga Hospital,Bocaue Hospital",nan
BANANIA-SALAZAR MARY JOY,"Yanga Hospital,Bocaue Hospital",nan
BARRIENTOS FRANKLIN,"Grace Hospital, SJDM, Bulacan",nan
BARTOLO  DIOSDADO,Meycauayan Doctors Hospital,0.0
BATONGBACAL JAIME,Meycauayan Doctors Hospital,nan
BATONGBACAL MARY ANNE,"Nazarenus Hospital, Marilao Bulacan",nan
BERNARDO CAROLINE,"Rogaciano Hospital Sta. Maria, Bulacan",0.0
BISQUERA RUBY ROSE,Meycauayan Doctors Hospital,nan
BONILLA  TERESITA,"Tungko, SJDM, Bulacan",nan
BORDADOR LOURDES,Christ the King Hospital,nan
BORDADOR CHRISTIAN,Christ the King Hospital,nan
BUENAFLOR MARIA FLORABEL,"St. Michael Hospital, Marilao",nan
BUNYI MICHAEL,"St. Michael Hospital, Marilao",nan
BUNYI BENJAMIN,"Sta. Maria, Bulacan (Territorials)",79852.0
BUYCO JOSE REINERIO,Meycauayan Doctors Hospital,nan
CARIAGA CATHERINE,Meycauayan Doctors Hospital,0.0
CARIAGA ARNEL,Meycauayan Doctors Hospital,nan
CASTRO PAULO ANTONIO,"Our Lady Of Angels Clinic, Sta.Maria Bulacan",nan
CATINDIG PAULO ANGELO,Bulakan Bulacan,nan
CHAN CHARLIE,"Sta. Maria, Bulacan (Territorials)",47033.0
CHAN CARLOS,"Sta. Maria, Bulacan (Territorials)",nan
CHAN JR CHARLIE,Meycauayan Doctors Hospital,nan
CONCEPCION RINA,"Our Lady Of Angels Clinic, Sta.Maria Bulacan",0.0
CRUZ GILBERT,Meycauayan Doctors Hospital,nan
CRUZ MARCI,"Yanga Hospital,Bocaue Hospital",nan
CRUZCOZA JOSEPH,Gregorio Hospital,nan
CUNANAN AMELIA,Meycauayan Doctors Hospital,0.0
CUNDANGAN MELISSA,Balagtas Territorials,nan
CURABO ELROY,Meycauayan Doctors Hospital,nan
DAVID ARWIN,"Grace Hospital, SJDM, Bulacan",0.0
DE CASTRO ANNA MA. GABRIELLE,"St. Michael Hospital, Marilao",nan
DE GUIA-MARIN GINAFER,"St. Michael Hospital, Marilao",nan
DE GUZMAN MARIA BLANCA,"Yanga Hospital,Bocaue Hospital",nan
DE JESUS LEVY,Balagtas Doctors Hospital,90380.0
DE LEON ANTONIETTE,Meycauayan Doctors Hospital,0.0
DE VEGA BABY ROCHELLE,Meycauayan Doctors Hospital,92025.0
DE VERA JOCELYN,De Jesus Multy-Specialty Clinic,nan
DECANO ARTHUR,Meycauayan Doctors Hospital,nan
DECENA MAYSELINE,Meycauayan Doctors Hospital,nan
DECENA FERDINAND,Meycauayan Doctors Hospital,nan
DEDUYO ORLANDO,Meycauayan Doctors Hospital,nan
DELA CRUZ IAN,"St. Michael Hospital, Marilao",nan
DELA CRUZ LEA,Meycauayan Doctors Hospital,nan
DELA CRUZ IGNACIO,Meycauayan Doctors Hospital,0.0
DELA CRUZ TRINIDAD,Meycauayan Doctors Hospital,nan
DELA CRUZ JEFFERSON,Meycauayan Doctors Hospital,nan
DELA FUENTE EDUARDO,Meycauayan Doctors Hospital,nan
DEQUILLA JR AVELLINO,Balagtas Doctors Hospital,nan
DIZON ANNE,Meycauayan Doctors Hospital,nan
DOMATO TAHIR,Meycauayan Doctors Hospital,nan
EDAR MARY JOY,"Grace Hospital, SJDM, Bulacan",nan
ESLETA YMEL ANNE,"Yanga Hospital,Bocaue Hospital",nan
ESPIRITU WESSON PIOUS,"St. Michael Hospital, Marilao",nan
ESTORNINOS PRIMA DONNA,Lords Hospital,nan
FAJARDO JEAN,Meycauayan Doctors Hospital,100151.0
FAJARDO VINCENT,Meycauayan Doctors Hospital,102063.0
FERNANDEZ RUBY ROSE,Meycauayan Doctors Hospital,nan
FESTIN MARK JOHN,Meycauayan Doctors Hospital,nan
FIDER VIVEN LORENZ,Balagtas Territorials,nan
FLORES MA.THERESA,"Yanga Hospital,Bocaue Hospital",nan
FRANCISCO DAVID,"Yanga Hospital,Bocaue Hospital",nan
FUENTEBELLA LETICIA,"St. Marys Hospital, Sta. Maria Bulacan",0.0
GARCIA MARY GRACE,"Grace Hospital, SJDM, Bulacan",nan
GERONIMO ALBERT,Meycauayan Doctors Hospital,99404.0
GOMEZ CHERRY FATIMA,"Tungko, SJDM, Bulacan",nan
GONZALES MIKE,Meycauayan Doctors Hospital,nan
GONZALES LEONICO,Meycauayan Doctors Hospital,nan
GUCE EDGARDO,"Obando, Bulacan",0.0
GUTIERREZ - BENAVIDEZ MARY JANE,"Yanga Hospital,Bocaue Hospital",nan
ILAGAN GREG JEFFERSON,FAMILY CARE,nan
IRA CESAR,Meycauayan Doctors Hospital,0.0
JOSON MA. LOURDES,Meycauayan Doctors Hospital,nan
LAO RONNIE,"Yanga Hospital,Bocaue Hospital",nan
LEGASPI OSCAR,"Nazarenus Hospital, Marilao Bulacan",nan
LIM GERALDINE GIZELLE,Meycauayan Doctors Hospital,nan
LIM  DONDI,Meycauayan Doctors Hospital,0.0
LIMCAUCO LIMCAUCO,Meycauayan Doctors Hospital,nan
LUCAS PAUL,Meycauayan Doctors Hospital,nan
LUCERO CLARISSA,"Nazarenus Hospital, Marilao Bulacan",0.0
LUNARIA FERDINAND,Lords Hospital,nan
MADLANG-AWA CECILLE,Marilao (Territorials),nan
MAGNO NELSON,Bocaue near Shell / Prime Health Sm Marilao,0.0
MALIWAT ARACELI,Meycauayan Doctors Hospital,nan
MALLARI NAPOLEXANDER,"Yanga Hospital,Bocaue Hospital",nan
MALUNDO JOHN,"Tungko, SJDM, Bulacan",0.0
MANICAD ARLISE,"Tungko, SJDM, Bulacan",nan
MANICAD MARIA KATRINA,"Tungko, SJDM, Bulacan",nan
MANICAD MIGUEL,"Tungko, SJDM, Bulacan",0.0
MENDOZA FLORANTE,"Yanga Hospital,Bocaue Hospital",nan
MENDOZA RONAN,"Our Lady Of Angels Clinic, Sta.Maria Bulacan",0.0
MENDOZA JEROME,Yanga (Territorials),nan
MENDOZA LORETA,Meycauayan Doctors Hospital,0.0
MENDOZA JOSE TEODORO,Mendoza Hospital,nan
MIGUEL RHODA,FAMILY CARE,nan
NEPOMUCENO RAVIEL,Meycauayan Doctors Hospital,nan
NGO DELIA,De Jesus Multy-Specialty Clinic,nan
NITAFAN CHRISTOPHER,"Tungko, SJDM, Bulacan",nan
ORBE SUSAN,Meycauayan (Territorials),nan
ORIOLA RONNIE ALLEN,Meycauayan Doctors Hospital,nan
PALMA CHARLEMAGNE,Meycauayan Doctors Hospital,nan
PASION MARK,"St. Michael Hospital, Marilao",nan
PECACHE ELVIRA,"Sta. Maria, Bulacan (Territorials)",nan
PEROLINA CHRISTIAN,Meycauayan Doctors Hospital,nan
PERPUSE ARMIN,Meycauayan Doctors Hospital,nan
PICO RODRIGO,"Nazarenus Hospital, Marilao Bulacan",nan
PICO ARNELI,"Nazarenus Hospital, Marilao Bulacan",nan
PUENTESPINA ENRIQUE,Lords Hospital,nan
PUENTESPINA JAN,Lords Hospital,nan
PUNZALAN - ASI ADORA,Meycauayan Doctors Hospital,nan
QUANICO ULYSSES,"Nazarenus Hospital, Marilao Bulacan",nan
RABADON CLITON,Meycauayan Doctors Hospital,nan
RAMIREZ ANNA,Meycauayan Doctors Hospital,nan
RAYMUNDO RENATO,Meycauayan Doctors Hospital,nan
RECODO GARI,Meycauayan Doctors Hospital,nan
RETUERMA GRACE,Bulakan Bulacan,nan
RIVADILLO PAUL,"Our Lady Of Angels Clinic, Sta.Maria Bulacan",nan
RIVERA LILIA,"Sta. Maria, Bulacan (Territorials)",0.0
RIVERA LORELIE,"Grace Hospital, SJDM, Bulacan",nan
ROBERTO LINDA CHARMAINE,Meycauayan Doctors Hospital,nan
ROJALES ARRA MARIE,"St. Michael Hospital, Marilao",nan
ROQUE CHRISTIAN,Meycauayan (Territorials),nan
ROSETE PAUL DARYL,Meycauayan Doctors Hospital,nan
SALAZAR NENE,"Sta. Maria, Bulacan (Territorials)",0.0
SALAZAR OLIVER,Yanga (Territorials),nan
SALAZAR MARABELLA,Yanga (Territorials),nan
SAMANIEGO JULIO,Balagtas Territorials,nan
SAN GABRIEL JASMIN,Yanga (Territorials),0.0
SAN GABRIEL EDUARDO,"Yanga Hospital,Bocaue Hospital",nan
SANTIAGO JAIME,Marilao (Territorials),nan
SANTOS ALEX JOE,"Our Lady Of Angels Clinic, Sta.Maria Bulacan",nan
SARMIENTO EDEN,Meycauayan Doctors Hospital,nan
SEE JOHNSON,Meycauayan Doctors Hospital,nan
SENGSON CORBELITA,Balagtas Territorials,nan
SERAPIO JAY,"Our Lady Of Angels Clinic, Sta.Maria Bulacan",0.0
SEVILLA EZRA,"Grace Hospital, SJDM, Bulacan",nan
SIMON KATRINA,Yanga (Territorials),nan
SO EDISON,"Grace Hospital, SJDM, Bulacan",nan
TAN RONALD ALLAN,"St. Michael Hospital, Marilao",nan
TIMBREZA FLORANTE,Meycauayan Doctors Hospital,0.0
TIONGSON REYSAN,Meycauayan (Territorials),nan
TIRAO MARK,Meycauayan (Territorials),nan
TONGOL MICHAEL CONRAD,Meycauayan Doctors Hospital,nan
TOPICO LIMI,Bulakan Bulacan,nan
TORDESILLAS  JUAN GREGO,"Nazarenus Hospital, Marilao Bulacan",nan
TORDESILLAS  JUAN FRANCO,"Nazarenus Hospital, Marilao Bulacan",nan
TORRES-REYES MARY ANN,"Yanga Hospital,Bocaue Hospital",nan
TUAZON ADELFO,"St. Michael Hospital, Marilao",nan
TUAZON ALEXANDER,"Sta. Maria, Bulacan (Territorials)",nan
TUAZON ALAIN BLUE,FAMILY CARE,nan
TURGANO MA. ASUNCION,Meycauayan Doctors Hospital,0.0
VALENCIA ANNIE,Meycauayan (Territorials),nan
VALENZUELA HERMINIO,Meycauayan Doctors Hospital,nan
VICENTE AMALIA,"St. Marys Hospital, Sta. Maria Bulacan",nan
VILELA GILBERT,"St. Michael Hospital, Marilao",nan
VILLA REAL RENE,Meycauayan Doctors Hospital,0.0
VILLA REAL CRISELDA,Meycauayan Doctors Hospital,0.0
VILLANUEVA ELISA,Bulakan Bulacan,nan
VILLAROMAN LOURDES,"Yanga Hospital,Bocaue Hospital",0.0
VINO GENESERE,"Nazarenus Hospital, Marilao Bulacan",0.0
VIRAY CECILE,"Rogaciano Hospital Sta. Maria, Bulacan",0.0
VITUG MARCELYN,Bulakan Bulacan,nan
YAMBAO RAMONCITO,Meycauayan Doctors Hospital,nan
YANGA  LUCIA,"Yanga Hospital,Bocaue Hospital",nan
ABALOS ARLENE,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
ABRAZALDO AMORDENEZ,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
AGUDA REMBO,ST. JUDE FAMILY HOSPITAL,nan
AGUILA ARNOLD,ST. JUDE FAMILY HOSPITAL,nan
AJERO CYD FE,NAGCARLAN TERRITORIALS,nan
ALCALA CHRISTIAN,CALAMBA MEDICAL CENTER,nan
ALICANDO EZEKIEL JOHN,PAMANA MEDICAL CENTER,nan
ANG-SANTO LAFAYETTE,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
ARGAMOSA ALLAN,CALAMBA TERRITORIALS,nan
ARSENAL JAQUELINE,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
ASUNCION ALEXIS ALAN,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
ATIENZA MARC ANGELO,CALAMBA DOCTORS HOSPITAL,nan
AUSTRIA NICKSON,CALAMBA MEDICAL CENTER,nan
AVELINO RONALDO,CALAMBA MEDICAL CENTER,nan
BADULIS RAY JOSEPH,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
BAGOS LOUIE,PAMANA MEDICAL CENTER,nan
BALDOVINO RODELIO,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
BANATIN  ANNA REGINA,CALAMBA MEDICAL CENTER,nan
BANATIN  JEROME,CALAMBA MEDICAL CENTER,nan
BANATLAO BRYAN,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
BAUTISTA MARY CHERYL,ST. JUDE FAMILY HOSPITAL,nan
BELLO JESUSA,LAGUNA DOCTORS HOSPITAL,nan
BIAGTAN HANNAH,CALAMBA MEDICAL CENTER,nan
BILON ADONIS,POLYMEDIC INC. STA.CRUZ,nan
BONAGUA IRENE,AMSI DOCTORS MEDICAL CENTER,nan
BRUTO KAREN,NAGCARLAN MULTI-SPECIALTY CLINIC,nan
BUENASEDA MA. CLARISSA,NAGCARLAN TERRITORIALS,nan
CABANOS RONELL,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
CALAYAG MIGUEL DELMER,CALAMBA MEDICAL CENTER,nan
CALAYAG AMOR,PAMANA MEDICAL CENTER,nan
CANLAS ALEJANDRO,POLYMEDIC INC. STA.CRUZ,nan
CARINGAL ABEGAIL,LAGUNA DOCTORS HOSPITAL,nan
CARRASCO  VERONICA,GLOBAL MEDICAL CENTER BAY,nan
CHUA ANTONIO,IMMANUEL BLDG.,nan
CHUA ABIGAIL,IMMANUEL BLDG.,nan
CHUMACERA JOVINO,LOS BANOS DOCTORS HOSPITAL,nan
CONCEPCION JEFFREY,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
CORCUERA MARISTEL,LAGUNA DOCTORS HOSPITAL,nan
CRUZ ARNE SERAFIN HILARIO,GLOBAL MEDICAL CENTER BAY,nan
CUSTODIO JOHN EMMANUEL,CALAMBA MEDICAL CENTER,nan
DACANAY CLARENCE,NAGCARLAN DISTRICT HOSPITAL,nan
DE LEON KAREN,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
DELOS SANTOS JOHN CHRISTOPHER,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
DELOS SANTOS HAZEL,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
DIAZ TERESITA,STA.CRUZ TRRITORIALS,nan
DIMAISIP  KISHA ANN,CALAMBA MEDICAL CENTER,nan
DOCENA MAYNARD,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
DOMINGO RHEYA,NAGCARLAN MULTI-SPECIALTY CLINIC,nan
DORADO ARGININO ROMEO,LAGUNA HOLY FAMILY HOSPITAL INC.,nan
